East,Pasir Ris;1.3742214;103.950796;Pasir Ris Sports & Recreation Centre;1.3741177894556795;103.95151232628591;Recreation Center
East,Tampines;1.3546528;103.9435712;Amore Fitness;1.354303215767502;103.9449614361113;Gym
East,Tampines;1.3546528;103.9435712;Fitness First;1.353769282268208;103.94359863356821;Gym / Fitness Center
East,Tampines;1.3546528;103.9435712;True Fitness;1.352373451289712;103.94236442857503;Gym
North,Central Water Catchment;1.3763215;103.785064304021;Chestnut Nature Park;1.3716408298124605;103.77979155025798;Nature Preserve
North,Central Water Catchment;1.3763215;103.785064304021;Chestnut Avenue Mountain Bike Trail;1.371771;103.781051;Bike Trail
North,Central Water Catchment;1.3763215;103.785064304021;Chestnut Nature Park (Southern Loop);1.3705424593075242;103.7814474105835;Nature Preserve
North,Lim Chu Kang;1.4342172;103.7149872;Jurong Frog Farm;1.435552627742485;103.71723707511707;Farm
North,Lim Chu Kang;1.4342172;103.7149872;Hay Dairies;1.4322840319579193;103.70922591890748;Farm
North,Lim Chu Kang;1.4342172;103.7149872;Lim Chu Kang Lane 6;1.43586540188008;103.7098695024442;Farm
North,Mandai;1.4235346;103.8033499;Woodlands (SLE) Park Connector;1.4247273886866496;103.79554794961199;Trail
North,Sembawang;1.4480646;103.8207604;Canberra Park;1.444196;103.817938;Park
North,Sembawang;1.4480646;103.8207604;Sembawang Mega Court;1.4485844454856789;103.82069495069253;Athletics & Sports
North,Sembawang;1.4480646;103.8207604;Hardcourt @ Sembawang MRT Station;1.4485836700778092;103.82024568016121;Plaza
North,Simpang;1.4452954;103.8497425;Simpang Yishun Traning Ground;1.4427207350322;103.84332728407514;Outdoors & Recreation
North,Simpang;1.4452954;103.8497425;Sungei Simpang Kiri;1.4518417291348233;103.84366696766494;River
North,Sungei Kadut;1.4149971;103.7533106;Jalan Rasok Park;1.416484855696088;103.75856892787249;Playground
North,Sungei Kadut;1.4149971;103.7533106;Sungei Kadut Jogging Park;1.410543448774;103.74951670100232;Trail
North,Sungei Kadut;1.4149971;103.7533106;新加坡同威体育會;1.4086310015606354;103.75713116282874;Recreation Center
North,Woodlands;1.436897;103.786216;Fu Shan Garden 福山公园;1.440598943395641;103.78956713833385;Park
North,Woodlands;1.436897;103.786216;Admiralty Park;1.4439565706478912;103.78178502102402;Park
North,Woodlands;1.436897;103.786216;Amore Fitness;1.4349186210691662;103.78694238333223;Gym
North,Yishun;1.428136;103.8336942;EnergyOne Yishun Country Club;1.4242800972056635;103.8413257017256;Gym
North,Yishun;1.428136;103.8336942;Sembawang Hot Spring;1.4335396071928859;103.82768500603999;Hot Spring
North,Yishun;1.428136;103.8336942;Yishun N7 Neighbourhood Park;1.4277140398246289;103.8319710187289;Park
North-East,Ang Mo Kio;1.369842;103.8466086;Bishan - Ang Mo Kio Park;1.3622192498801895;103.8462495803833;Park
North-East,Ang Mo Kio;1.369842;103.8466086;True Fitness;1.372891267012976;103.847660805816;Gym
North-East,Ang Mo Kio;1.369842;103.8466086;Dog Run @ Bishan Park;1.3659666848277567;103.84402440837773;Dog Run
North-East,Hougang;1.3733601;103.8860907;Hougang Sports Hall;1.3705589764257604;103.88814074515692;Athletics & Sports
North-East,Hougang;1.3733601;103.8860907;Hougang Swimming Complex;1.369857769026012;103.88719386028662;Pool
North-East,Hougang;1.3733601;103.8860907;Hougang Neighbourhood 6 Park;1.3755947020431323;103.886517182488;Park
North-East,North-Eastern Islands;1.4007774;103.9356774;Survival Village;1.397575682571269;103.93333905771881;Campground
North-East,North-Eastern Islands;1.4007774;103.9356774;Fishing Port (End Of Pasir Ris Camp);1.3970533825313187;103.9333220623695;Beach
North-East,North-Eastern Islands;1.4007774;103.9356774;Fishing;1.399487898629956;103.93011564405586;Fishing Spot
North-East,Punggol;1.398033;103.9073312;Roof Garden @ Blk 106c;1.397261;103.907262;Park
North-East,Punggol;1.398033;103.9073312;Roof Garden @ 199A Punggol Field;1.3997482806351482;103.90643026509314;Garden
North-East,Punggol;1.398033;103.9073312;Basketball Court @ Blk 114;1.3956649627298323;103.90787364075406;Basketball Court
North-East,Seletar;1.36889115;103.9096052;Greenwich Drive;1.367857855828492;103.90811460925944;Dog Run
North-East,Seletar;1.36889115;103.9096052;Uppercourt;1.3712658397590227;103.90851675922961;Basketball Court
North-East,Sengkang;1.3819939;103.9034982;Sungei Serangoon Park Connector;1.385534;103.906601;Trail
North-East,Sengkang;1.3819939;103.9034982;Serangoon Park Connector;1.3784804978597842;103.90232038229189;Trail
North-East,Sengkang;1.3819939;103.9034982;Punggol Park;1.3765515107888042;103.90068964289588;Park
North-East,Serangoon;1.363236;103.8744617;Serangoon Community Park;1.3563629538396174;103.8720417022705;Park
North-East,Serangoon;1.363236;103.8744617;Parry Green Playground;1.363902189084558;103.87412552731449;Playground
North-East,Serangoon;1.363236;103.8744617;Elim Soccer Training Field;1.3654011467768614;103.87336991717609;Soccer Field
West,Bukit Batok;1.3482831;103.7490191;Bukit Batok Swimming Complex;1.344626103805627;103.74861074046595;Pool
West,Bukit Batok;1.3482831;103.7490191;Playground;1.3465166219877924;103.7488317489624;Playground
West,Bukit Batok;1.3482831;103.7490191;Basketball Court;1.3498518704373759;103.74825603831871;Basketball Court
West,Bukit Panjang;1.377921;103.7718658;Petir Park;1.3756866987521121;103.7685666903971;Park
West,Bukit Panjang;1.377921;103.7718658;The Gym Nation;1.3819865068686663;103.764748989705;Gym
West,Bukit Panjang;1.377921;103.7718658;Bukit Panjang Park;1.372644708666043;103.77642631530762;Park
West,Boon Lay;1.3115575;103.7001814;Waterfall Aviary;1.3175179188336503;103.70566540841722;Scenic Lookout
West,Boon Lay;1.3115575;103.7001814;Jurong Shipyard;1.304621146382747;103.70385755107075;Harbor / Marina
West,Boon Lay;1.3115575;103.7001814;Jurong Shipyard @ Tg Kling;1.3049322455501142;103.70521488233214;Harbor / Marina
West,Pioneer;1.315805;103.6722865;Gül Yolu;1.3150627613067627;103.67156219482422;National Park
West,Pioneer;1.315805;103.6722865;Dad's Office:;1.312572;103.665112;Golf Course
West,Pioneer;1.315805;103.6722865;PIoneer Offshore Shipyard;1.308192;103.670081;Harbor / Marina
West,Choa Chu Kang;1.3892601;103.743728;Limbang Park;1.3899047890967722;103.74449863605007;Park
West,Choa Chu Kang;1.3892601;103.743728;Choa Chu Kang Swimming Complex;1.3914828781410968;103.74792063722406;Pool
West,Choa Chu Kang;1.3892601;103.743728;Roof Top Garden;1.3852679925257927;103.74483106661988;Playground
West,Clementi;1.3140256;103.7624098;Fitness First Platinum Clementi;1.3119545799581729;103.76510334481439;Gym
West,Clementi;1.3140256;103.7624098;Clementi Swimming Complex;1.3094145303274392;103.76557861627437;Pool
West,Clementi;1.3140256;103.7624098;Firefly Park @ Clementi;1.3203851106126934;103.76484361093581;Park
West,Jurong East;1.3338016;103.7419081;The Rink;1.3334240944657456;103.74034536911829;Skating Rink
West,Jurong East;1.3338016;103.7419081;J-Walk;1.333945866041842;103.74443292617798;Trail
West,Jurong East;1.3338016;103.7419081;Fitness First Platinum;1.3340742184024499;103.74307867660707;Gym / Fitness Center
West,Jurong West;1.3396365;103.7073387;EnergyOne Jurong;1.3352252034449004;103.70681739347184;Gym / Fitness Center
West,Jurong West;1.3396365;103.7073387;Kidz Amaze;1.3351972711140698;103.70603404897763;Playground
West,Jurong West;1.3396365;103.7073387;Jurong Central Park;1.3392498975765903;103.70869587088727;Park
West,Tengah;1.3702409;103.7329139;Happy/Fun Pool@CDANS;1.3754162076895027;103.73690117961466;Pool
West,Tengah;1.3702409;103.7329139;Choa Chu Kang Park Connector;1.3736792229361618;103.73958824262762;Park
West,Tengah;1.3702409;103.7329139;BasketBall Court @ Sunshine Place;1.3764206264987817;103.73743293096076;Basketball Court
West,Tuas;1.3293722;103.6482364;Raffles Country Club Golfers Changing Room;1.3347693004802126;103.65219877870888;Golf Course
West,Tuas;1.3293722;103.6482364;Raffles Country Club Golf Reception;1.335615086324771;103.65213093891408;Golf Course
West,Tuas;1.3293722;103.6482364;Zumba Beginner Classes Singapore, PTE LTD;1.3212222006095342;103.64623926579952;Gym / Fitness Center
West,Western Water Catchment;1.3664522;103.6810305;National Shooting Centre - Shotgun Range A;1.3736545572612457;103.68202210172981;Gun Range
West,Western Water Catchment;1.3664522;103.6810305;National Shooting Centre - Shotgun Range B;1.37373635151652;103.68269634233755;Gun Range
West,Western Water Catchment;1.3664522;103.6810305;Singapore Gun Club;1.3736196100013323;103.68387245060445;Gun Range
